User,CARD INDEX,Card Brand,Card Type,Card Number,Expires,CVV,Has Chip,Cards Issued,Credit Limit,Acct Open Date,Year PIN last Changed,Card on Dark Web
615,2,Mastercard,Credit,5.31376E+15,Aug-07,767,YES,2,$6000,Jan-04,2010,No
615,3,Visa,Debit,4.70066E+15,Jun-23,777,YES,2,$8874,Jun-02,2012,No
615,4,Visa,Debit,4.58027E+15,Sep-15,809,YES,2,$4322,Jul-09,2013,No
615,5,Mastercard,Debit,5.48932E+15,May-24,649,YES,1,$9219,Jul-05,2008,No
615,6,Mastercard,Debit,5.46575E+15,Sep-21,326,YES,1,$6088,Nov-01,2005,No
616,0,Amex,Credit,3.5752E+14,Jan-22,371,YES,2,$20800,Feb-20,2020,No
616,1,Visa,Credit,4.34687E+15,Nov-20,171,YES,2,$12700,Feb-20,2020,No
616,2,Visa,Debit (Prepaid),4.65635E+15,Feb-20,733,YES,2,$76,Feb-20,2020,No
617,0,Mastercard,Debit,5.04403E+15,Apr-12,274,YES,2,$12760,Jun-07,2009,No
617,1,Discover,Credit,6.30361E+15,Sep-21,328,YES,1,$3600,Oct-14,2014,No
617,2,Mastercard,Debit,5.98692E+15,Sep-23,114,NO,2,$15894,Jun-10,2010,No
618,0,Visa,Credit,4.04195E+15,Sep-20,531,YES,2,$11500,Feb-20,2020,No
618,1,Visa,Debit,4.63255E+15,Aug-23,330,YES,2,$21439,Oct-17,2017,No
619,0,Mastercard,Debit,5.00007E+15,Oct-18,388,YES,1,$32165,Nov-06,2014,No
619,1,Mastercard,Debit,5.75009E+15,Sep-24,433,YES,2,$12346,Jul-98,2006,No
620,0,Mastercard,Credit,5.44564E+15,Oct-21,265,YES,2,$13500,Jun-04,2014,No
620,1,Visa,Credit,4.63319E+15,Jul-23,779,YES,2,$12700,Mar-14,2014,No
620,2,Visa,Debit,4.57808E+15,Jan-24,45,YES,1,$29335,Feb-20,2020,No
621,0,Visa,Debit,4.04484E+15,Jul-23,113,YES,1,$16962,May-05,2010,No
621,1,Mastercard,Debit,5.46892E+15,May-07,571,YES,2,$17007,Jun-06,2009,No
622,0,Mastercard,Debit,5.55136E+15,Feb-21,192,YES,1,$43673,Jul-10,2011,No
622,1,Mastercard,Debit,5.3099E+15,Feb-20,972,YES,1,$43973,Dec-17,2017,No
622,2,Mastercard,Debit,5.29305E+15,May-18,166,YES,1,$28069,Aug-15,2015,No
622,3,Mastercard,Debit,5.79585E+15,Nov-23,426,YES,1,$30366,Oct-09,2009,No
623,0,Visa,Debit,4.06355E+15,May-20,737,YES,2,$1241,Apr-05,2014,No
624,0,Mastercard,Debit (Prepaid),5.89906E+15,Jan-20,49,YES,1,$70,Apr-10,2010,No
624,1,Visa,Debit,4.69532E+15,Aug-22,519,YES,1,$60610,Mar-08,2008,No
624,2,Mastercard,Debit,5.38467E+15,May-22,508,YES,1,$50961,Aug-08,2010,No
624,3,Visa,Debit,4.91355E+15,Oct-20,412,YES,1,$31896,Aug-14,2014,No
624,4,Amex,Credit,3.68846E+14,Oct-13,144,YES,1,$30500,Oct-06,2007,No
624,5,Amex,Credit,3.0405E+14,Oct-15,923,YES,2,$19300,Nov-10,2010,No
624,6,Mastercard,Credit,5.78232E+15,Jun-06,758,YES,1,$24600,Feb-03,2013,No
625,0,Amex,Credit,3.24324E+14,Jul-16,548,YES,1,$15700,May-07,2013,No
625,1,Visa,Debit (Prepaid),4.98039E+15,Aug-22,222,YES,2,$22,Oct-99,2016,No
625,2,Visa,Credit,4.4558E+15,May-07,651,YES,1,$3100,Mar-04,2011,No
625,3,Visa,Debit,4.21134E+15,Apr-19,108,YES,1,$42241,Jun-11,2012,No
625,4,Visa,Debit,4.12679E+15,Jul-20,502,YES,1,$25497,Dec-00,2012,No
625,5,Mastercard,Debit,5.5455E+15,Feb-20,42,YES,1,$28188,Feb-20,2020,No
625,6,Visa,Credit,4.76371E+15,Apr-20,329,NO,2,$14300,Mar-05,2012,No
626,0,Mastercard,Debit,5.29781E+15,Nov-20,436,YES,2,$12035,Jan-20,2020,No
627,0,Mastercard,Credit,5.33202E+15,Feb-20,171,YES,2,$10800,Feb-20,2020,No
627,1,Mastercard,Debit,5.42706E+15,May-20,439,NO,1,$16332,Apr-16,2016,No
628,0,Visa,Debit,4.11445E+15,Dec-21,613,YES,2,$6724,Oct-09,2011,No
628,1,Mastercard,Debit,5.60777E+15,Dec-23,609,YES,2,$20933,Jun-00,2014,No
629,0,Mastercard,Debit,5.90531E+15,Aug-20,400,YES,1,$25253,Mar-08,2008,No
629,1,Visa,Debit,4.17548E+15,Apr-21,147,YES,2,$13202,Feb-11,2011,No
629,2,Mastercard,Debit (Prepaid),5.36886E+15,Mar-20,207,YES,2,$78,Mar-15,2015,No
629,3,Mastercard,Debit,5.70057E+15,Jan-21,37,YES,1,$16441,May-05,2008,No
630,0,Mastercard,Credit,5.11466E+15,Feb-21,247,YES,2,$7200,Jan-20,2020,No
631,0,Mastercard,Debit,5.90452E+15,Sep-23,838,YES,1,$8342,Sep-07,2009,No
631,1,Mastercard,Credit,5.87388E+15,Sep-21,895,YES,2,$5700,Jan-20,2020,No
632,0,Visa,Credit,4.81347E+15,Mar-20,563,YES,1,$14300,Apr-10,2010,No
632,1,Visa,Debit,4.78236E+15,Jun-24,12,NO,1,$17252,Apr-13,2013,No
632,2,Mastercard,Credit,5.04971E+15,Jul-23,980,YES,1,$11900,Sep-09,2012,No
633,0,Mastercard,Debit,5.0648E+15,Jan-22,477,YES,1,$10445,Aug-10,2010,No
633,1,Mastercard,Debit (Prepaid),5.10137E+15,May-11,237,YES,1,$73,Aug-10,2010,No
633,2,Visa,Debit,4.43875E+15,May-22,781,YES,1,$17319,Sep-08,2010,No
634,0,Visa,Credit,4.62391E+15,Feb-20,314,YES,2,$9400,Nov-16,2016,No
634,1,Discover,Credit,6.24434E+15,Apr-15,414,YES,2,$8900,May-11,2014,No
634,2,Mastercard,Debit,5.54348E+15,Apr-21,192,YES,2,$9324,Nov-08,2009,No
634,3,Visa,Debit,4.02373E+15,Jan-24,3,YES,2,$8834,Jul-08,2017,No
634,4,Mastercard,Debit,5.99814E+15,May-22,174,YES,1,$8304,May-09,2013,No
634,5,Visa,Credit,4.71574E+15,Jul-23,643,YES,1,$10900,Jun-09,2009,No
635,0,Visa,Credit,4.24919E+15,Mar-14,613,YES,2,$9300,Feb-00,2006,No
635,1,Mastercard,Debit,5.50591E+15,Sep-12,646,YES,1,$10946,May-12,2012,No
636,0,Mastercard,Debit,5.95051E+15,Feb-20,729,YES,2,$24576,Feb-20,2020,No
637,0,Visa,Credit,4.41706E+15,Oct-17,693,YES,2,$12500,Sep-07,2013,No
637,1,Mastercard,Debit (Prepaid),5.69446E+15,Jan-24,86,YES,2,$40,Aug-08,2009,No
637,2,Mastercard,Debit,5.62011E+15,Nov-24,339,YES,2,$21408,Aug-10,2015,No
638,0,Mastercard,Debit,5.4035E+15,Feb-20,642,NO,1,$9433,Feb-04,2009,No
638,1,Amex,Credit,3.45939E+14,Nov-20,382,YES,2,$7400,Jun-04,2006,No
639,0,Mastercard,Debit,5.5385E+15,Feb-20,247,YES,1,$34858,Feb-20,2020,No
639,1,Visa,Debit,4.18496E+15,Feb-20,526,NO,1,$28147,Feb-20,2020,No
640,0,Mastercard,Debit,5.6403E+15,Aug-22,259,YES,1,$13857,Jan-20,2020,No
640,1,Mastercard,Debit,5.99574E+15,Sep-21,674,YES,2,$10236,Feb-20,2020,No
641,0,Mastercard,Credit,5.30009E+15,Apr-24,94,YES,1,$15700,Jul-06,2010,No
641,1,Mastercard,Debit,5.4384E+15,May-21,868,YES,2,$25080,Jan-07,2012,No
641,2,Mastercard,Debit,5.47734E+15,Jun-12,801,YES,2,$31604,Apr-08,2014,No
641,3,Mastercard,Credit,5.44519E+15,Oct-15,194,YES,2,$5600,Jul-13,2013,No
641,4,Mastercard,Debit,5.17909E+15,Mar-22,274,YES,1,$16220,Nov-14,2014,No
641,5,Mastercard,Debit,5.98495E+15,Nov-21,289,YES,1,$44568,May-09,2011,No
641,6,Mastercard,Credit,5.30153E+15,Jul-12,424,YES,2,$12500,Jan-09,2009,No
641,7,Mastercard,Credit,5.97289E+15,Apr-15,441,YES,2,$12200,Sep-09,2009,No
642,0,Visa,Debit,4.77161E+15,Jun-21,353,YES,2,$27220,Feb-20,2020,No
642,1,Mastercard,Debit,5.10984E+15,Dec-24,456,YES,2,$14303,Feb-20,2020,No
643,0,Visa,Debit,4.43435E+15,Aug-20,920,YES,2,$10289,Jun-13,2013,No
643,1,Mastercard,Debit,5.20635E+15,Jun-19,337,YES,2,$10618,Feb-09,2009,No
643,2,Mastercard,Debit,5.55482E+15,May-10,894,YES,2,$10909,Jun-09,2009,No
644,0,Visa,Debit,4.97366E+15,Feb-23,703,YES,2,$31554,Feb-10,2010,No
645,0,Visa,Debit,4.60058E+15,Feb-20,105,YES,1,$35148,Jan-20,2020,No
645,1,Mastercard,Debit,5.63879E+15,Feb-20,531,YES,2,$35968,Jul-12,2012,No
645,2,Amex,Credit,3.43246E+14,Jul-22,728,YES,1,$30900,May-10,2016,No
646,0,Visa,Debit,4.74529E+15,Dec-17,291,YES,1,$22122,Oct-15,2015,No
646,1,Mastercard,Debit,5.39156E+15,Jan-23,139,YES,1,$21240,Sep-04,2006,No
646,2,Visa,Debit,4.11419E+15,Jul-23,606,YES,2,$33181,Sep-13,2013,No
646,3,Visa,Credit,4.97107E+15,Nov-16,354,YES,2,$13900,Jun-08,2008,No
647,0,Visa,Debit,4.89148E+15,Dec-18,326,YES,2,$18316,Apr-17,2017,No
647,1,Visa,Debit,4.04743E+15,May-24,615,YES,1,$14858,Jun-16,2016,No
647,2,Visa,Debit,4.16796E+15,Oct-22,954,YES,1,$21414,Nov-07,2008,No
647,3,Discover,Credit,6.44332E+15,Jul-21,518,YES,1,$14900,Sep-10,2010,No
647,4,Mastercard,Debit,5.40087E+15,Jun-20,591,YES,1,$12992,Jul-07,2015,No
648,0,Mastercard,Credit,5.95452E+15,Feb-20,394,YES,1,$8300,Aug-08,2013,No
648,1,Mastercard,Debit (Prepaid),5.37676E+15,Apr-11,26,YES,1,$56,Mar-04,2008,No
648,2,Visa,Debit,4.95241E+15,Sep-23,78,YES,2,$5283,Mar-08,2010,No
648,3,Discover,Credit,6.66963E+15,Mar-12,182,YES,2,$10600,Mar-05,2008,No
649,0,Mastercard,Debit,5.79551E+15,Mar-23,987,YES,1,$5158,Jan-20,2020,No
650,0,Visa,Debit,4.77892E+15,Feb-21,656,YES,1,$30320,Aug-18,2018,No
650,1,Mastercard,Credit,5.89512E+15,Nov-22,726,YES,1,$14200,Feb-08,2011,No
650,2,Visa,Debit,4.41751E+15,Mar-21,178,YES,1,$28911,Apr-04,2011,No
651,0,Mastercard,Debit,5.09863E+15,Apr-23,18,YES,2,$65185,Feb-20,2020,No
651,1,Mastercard,Debit,5.36952E+15,Aug-22,597,YES,1,$36570,Dec-19,2019,No
652,0,Mastercard,Debit,5.8154E+15,Dec-06,896,YES,1,$14138,Dec-06,2011,No
653,0,Visa,Debit,4.51547E+15,Jun-20,464,YES,1,$21752,Feb-20,2020,No
653,1,Visa,Debit,4.0097E+15,Jun-20,922,YES,2,$23137,Jan-20,2020,No
654,0,Visa,Debit,4.21299E+15,Jan-21,884,YES,1,$32808,Nov-06,2012,No
655,0,Mastercard,Debit,5.96124E+15,Feb-20,108,NO,1,$29674,Jan-20,2020,No
656,0,Visa,Credit,4.00039E+15,Oct-21,408,YES,2,$24300,Oct-03,2007,No
657,0,Visa,Debit,4.90081E+15,Jan-24,23,YES,2,$17280,Nov-03,2014,No
657,1,Visa,Debit,4.28782E+15,Nov-22,878,YES,2,$4660,Aug-10,2013,No
657,2,Mastercard,Debit,5.17511E+15,Mar-11,151,YES,2,$12557,Jan-08,2013,No
658,0,Visa,Debit,4.64347E+15,Mar-24,281,YES,2,$49425,Nov-14,2014,No
658,1,Mastercard,Debit,5.69695E+15,Feb-24,206,YES,1,$47330,Jul-13,2013,No
658,2,Mastercard,Debit,5.31779E+15,Feb-20,205,YES,2,$50774,Jul-12,2012,No
658,3,Amex,Credit,3.6478E+14,Dec-22,611,YES,1,$22800,Mar-08,2008,No
658,4,Mastercard,Debit,5.03631E+15,Dec-09,979,YES,2,$75640,Nov-03,2009,No
658,5,Visa,Debit,4.46342E+15,Dec-24,763,YES,1,$65540,May-07,2012,No
659,0,Visa,Debit,4.15788E+15,Sep-23,927,YES,2,$16998,Feb-20,2020,No
660,0,Visa,Credit,4.52078E+15,Feb-23,938,YES,2,$12300,Jan-20,2020,No
660,1,Visa,Credit,4.48302E+15,May-21,825,NO,1,$17100,Feb-20,2020,No
661,0,Mastercard,Debit,5.2795E+15,Feb-20,613,YES,2,$23039,Jan-10,2010,No
661,1,Mastercard,Debit,5.27948E+15,Apr-23,166,YES,1,$17795,Jan-12,2012,No
661,2,Mastercard,Credit,5.95867E+15,Dec-22,906,YES,2,$9000,Mar-09,2011,No
661,3,Visa,Debit,4.8501E+15,May-08,361,YES,1,$14424,Nov-07,2010,No
661,4,Visa,Credit,4.36725E+15,Aug-22,956,YES,2,$5700,Jul-09,2011,No
661,5,Mastercard,Debit,5.21969E+15,Dec-14,164,NO,1,$14626,Jul-14,2014,No
662,0,Visa,Credit,4.72059E+15,Jan-23,320,YES,1,$200,Feb-12,2012,No
662,1,Mastercard,Debit,5.47083E+15,Jul-21,682,YES,1,$282,Dec-07,2009,No
662,2,Mastercard,Debit,5.5738E+15,Dec-19,547,YES,2,$350,Mar-05,2011,No
663,0,Mastercard,Debit,5.9379E+15,Aug-20,832,NO,2,$42537,Sep-10,2010,No
663,1,Visa,Debit,4.96817E+15,May-21,607,YES,1,$21073,Nov-07,2011,No
664,0,Amex,Credit,3.5672E+14,May-22,536,YES,1,$14600,Feb-20,2020,No
664,1,Mastercard,Debit,5.4167E+15,Oct-24,938,YES,2,$10722,Feb-20,2020,No
665,0,Visa,Debit,4.09507E+15,Feb-24,892,NO,2,$27618,Feb-20,2020,No
665,1,Mastercard,Debit,5.11859E+15,Apr-20,847,YES,1,$27180,Sep-11,2011,No
666,0,Mastercard,Debit,5.42162E+15,Jan-20,724,YES,2,$10522,Jan-20,2020,No
667,0,Mastercard,Debit,5.34607E+15,Apr-20,558,NO,2,$18555,Nov-02,2011,No
667,1,Mastercard,Debit,5.41956E+15,Nov-20,119,NO,1,$16746,Jul-12,2012,No
667,2,Mastercard,Debit,5.3633E+15,Feb-18,610,YES,1,$15974,Sep-13,2013,No
668,0,Mastercard,Debit,5.07863E+15,Nov-24,417,YES,2,$17417,May-08,2009,No
668,1,Visa,Debit,4.27578E+15,May-22,497,YES,2,$519,Feb-20,2020,No
669,0,Mastercard,Credit,5.12836E+15,Jul-09,544,YES,1,$11500,Dec-05,2013,No
669,1,Visa,Credit,4.54463E+15,Aug-22,761,YES,1,$10100,Jul-10,2011,No
669,2,Mastercard,Debit,5.22046E+15,Aug-14,915,YES,2,$26174,Oct-10,2011,No
669,3,Visa,Credit,4.85139E+15,Feb-24,137,YES,2,$16400,Mar-01,2011,No
670,0,Visa,Credit,4.66754E+15,Sep-20,606,YES,1,$8000,Feb-20,2020,No
670,1,Visa,Credit,4.66473E+15,Nov-21,869,YES,2,$9800,Jan-20,2020,No
670,2,Mastercard,Debit,5.97499E+15,Sep-21,939,YES,1,$24645,Feb-15,2015,No
670,3,Visa,Debit,4.53567E+15,Dec-18,691,YES,2,$14805,Dec-18,2018,No
671,0,Visa,Credit,4.50858E+15,Jan-19,224,NO,1,$3100,Sep-06,2006,No
672,0,Mastercard,Debit,5.10195E+15,Mar-24,990,YES,2,$6710,Apr-05,2013,No
672,1,Mastercard,Debit,5.43881E+15,Mar-18,668,YES,2,$7176,Jun-02,2012,No
672,2,Visa,Credit,4.30736E+15,Aug-21,775,YES,2,$8000,Mar-03,2008,No
673,0,Mastercard,Debit (Prepaid),5.02617E+15,Sep-24,271,YES,2,$64,Mar-01,2006,No
674,0,Visa,Credit,4.9624E+15,Sep-22,266,YES,2,$16400,Jul-09,2009,No
674,1,Mastercard,Debit,5.02208E+15,Oct-22,893,YES,2,$2536,Sep-08,2008,No
674,2,Mastercard,Debit,5.0094E+15,Nov-23,417,YES,1,$30403,Feb-09,2014,No
674,3,Mastercard,Debit,5.87069E+15,Feb-24,916,NO,1,$32636,Sep-06,2016,No
674,4,Mastercard,Debit,5.07077E+15,Sep-20,210,YES,2,$2536,May-09,2009,No
675,0,Mastercard,Debit,5.9814E+15,Feb-20,754,YES,2,$23072,May-16,2016,No
675,1,Mastercard,Debit,5.94444E+15,Jun-22,246,YES,1,$20881,Nov-14,2014,No
676,0,Visa,Debit,4.84506E+15,Jan-21,278,YES,1,$12325,May-09,2009,No
676,1,Visa,Debit (Prepaid),4.6847E+15,Sep-22,621,YES,1,$47,Jan-04,2013,No
676,2,Visa,Debit,4.73139E+15,Nov-20,782,YES,2,$3433,May-07,2007,No
677,0,Visa,Credit,4.86711E+15,May-24,494,YES,1,$16900,Jun-05,2014,No
677,1,Visa,Debit (Prepaid),4.93224E+15,Jan-21,185,YES,2,$31,Oct-05,2013,No
677,2,Visa,Credit,4.02099E+15,Feb-24,94,YES,2,$17700,Dec-08,2011,No
677,3,Mastercard,Debit,5.68938E+15,Nov-16,656,NO,1,$23995,Oct-14,2014,No
677,4,Visa,Credit,4.32511E+15,Dec-24,658,YES,1,$16900,May-10,2010,No
678,0,Mastercard,Debit (Prepaid),5.49408E+15,Jul-13,855,NO,1,$60,Nov-12,2012,No
678,1,Visa,Credit,4.29567E+15,Jan-23,900,YES,1,$7000,Jan-20,2020,No
678,2,Mastercard,Debit,5.51398E+15,Mar-23,404,YES,2,$7139,Jan-20,2020,No
678,3,Discover,Credit,6.84969E+15,Mar-24,590,YES,2,$5200,Jul-11,2011,No
678,4,Mastercard,Debit,5.16945E+15,Sep-21,443,YES,1,$10199,Jan-20,2020,No
678,5,Mastercard,Credit,5.16835E+15,Feb-24,700,YES,1,$9800,Sep-09,2009,No
679,0,Mastercard,Debit,5.12092E+15,May-21,974,YES,2,$21417,Nov-10,2010,No
679,1,Mastercard,Credit,5.47724E+15,Jul-23,908,YES,1,$14600,May-11,2018,No
679,2,Visa,Debit,4.41051E+15,May-23,405,NO,2,$23898,Aug-11,2011,No
679,3,Mastercard,Credit,5.67763E+15,Nov-07,707,YES,2,$18200,Jun-07,2008,No
680,0,Mastercard,Debit,5.64999E+15,May-22,600,YES,2,$16034,May-10,2010,No
680,1,Mastercard,Debit,5.03407E+15,Mar-22,285,YES,2,$24775,Mar-04,2010,No
680,2,Mastercard,Debit,5.07987E+15,Jun-22,200,YES,2,$1976,Oct-00,2008,No
681,0,Mastercard,Credit,5.78673E+15,Apr-24,230,YES,2,$15900,Jan-20,2020,No
681,1,Visa,Debit,4.81707E+15,Jun-20,185,YES,2,$27623,Feb-10,2018,No
681,2,Mastercard,Debit,5.75209E+15,Dec-21,728,YES,1,$17584,Feb-20,2020,No
682,0,Mastercard,Debit,5.39212E+15,Mar-18,949,YES,1,$56640,Apr-13,2013,No
682,1,Visa,Debit,4.25028E+15,Oct-22,648,YES,1,$39553,Feb-20,2020,No
682,2,Visa,Debit,4.04242E+15,Oct-22,437,YES,2,$42218,Jan-20,2020,No
683,0,Mastercard,Credit,5.94874E+15,May-21,950,YES,1,$21900,Sep-12,2012,No
683,1,Visa,Credit,4.4622E+15,Jan-14,58,YES,2,$18700,Dec-07,2009,No
683,2,Visa,Credit,4.75762E+15,Feb-21,258,YES,2,$29200,May-00,2010,No
683,3,Discover,Credit,6.89467E+15,Jun-24,882,YES,1,$26600,Jul-05,2009,No
683,4,Visa,Debit,4.21226E+15,Oct-21,186,YES,2,$17280,Jan-06,2012,No
684,0,Visa,Debit,4.26461E+15,Feb-20,66,YES,1,$14761,Oct-06,2011,No
684,1,Visa,Debit,4.47698E+15,Aug-22,789,YES,1,$15158,Jan-14,2014,No
684,2,Visa,Debit,4.7614E+15,Jun-21,579,YES,1,$16464,Sep-08,2009,No
684,3,Mastercard,Debit,5.1576E+15,Nov-17,354,YES,2,$19100,Nov-06,2007,No
684,4,Mastercard,Debit,5.16216E+15,Mar-22,367,YES,1,$19332,Nov-12,2012,No
685,0,Mastercard,Debit,5.02819E+15,Jan-20,644,YES,2,$39431,Oct-09,2016,No
686,0,Mastercard,Credit,5.8014E+15,Oct-24,190,NO,1,$9800,Sep-07,2015,No
686,1,Mastercard,Debit,5.94685E+15,Sep-20,405,YES,1,$1866,Dec-07,2014,No
687,0,Visa,Debit (Prepaid),4.85681E+15,Oct-24,49,YES,1,$64,Dec-11,2011,No
687,1,Mastercard,Credit,5.19195E+15,Apr-21,7,YES,2,$9600,Aug-05,2013,No
687,2,Visa,Debit,4.70345E+15,Jun-23,540,YES,1,$10000,Mar-09,2012,No
688,0,Discover,Credit,6.48973E+15,Mar-21,894,YES,1,$7600,Aug-04,2011,No
688,1,Mastercard,Debit (Prepaid),5.34654E+15,Sep-24,883,YES,2,$44,Feb-02,2012,No
688,2,Visa,Debit,4.46762E+15,Oct-20,60,YES,1,$12519,Aug-07,2009,No
688,3,Mastercard,Debit,5.6586E+15,Feb-10,436,YES,1,$4067,May-04,2020,No
688,4,Visa,Debit,4.354E+15,Oct-16,159,YES,2,$367,Feb-10,2015,No
688,5,Mastercard,Credit,5.56082E+15,Sep-17,173,YES,2,$9400,Feb-13,2013,No
689,0,Mastercard,Debit,5.37743E+15,Jan-22,246,YES,1,$15579,Jan-20,2020,No
690,0,Visa,Credit,4.20831E+15,Sep-06,135,YES,1,$11500,Oct-02,2009,No
690,1,Discover,Credit,6.67931E+15,Sep-21,558,NO,2,$9500,Nov-11,2011,No
690,2,Visa,Debit,4.89868E+15,Jan-23,802,YES,1,$13356,Feb-07,2007,No
690,3,Visa,Debit,4.72718E+15,Feb-20,986,YES,1,$16385,Apr-03,2011,No
691,0,Visa,Credit,4.39504E+15,Nov-23,115,YES,2,$12500,Jan-13,2013,No
691,1,Amex,Credit,3.28201E+14,May-17,545,YES,1,$13700,Aug-09,2013,No
692,0,Mastercard,Debit,5.78608E+15,Oct-21,819,YES,1,$37303,Oct-08,2011,No
692,1,Visa,Credit,4.70008E+15,Apr-15,487,YES,1,$16900,Apr-05,2014,No
692,2,Mastercard,Debit,5.17152E+15,Nov-20,781,YES,2,$33723,Jul-08,2010,No
692,3,Discover,Credit,6.64675E+15,Sep-22,583,YES,2,$14600,Jul-15,2015,No
692,4,Mastercard,Debit,5.70747E+15,Mar-22,233,YES,1,$38084,Mar-09,2010,No
692,5,Visa,Credit,4.92032E+15,Jan-21,328,YES,2,$22300,Dec-05,2014,No
693,0,Mastercard,Debit,5.78923E+15,Nov-24,375,YES,2,$62760,Nov-04,2010,No
693,1,Mastercard,Debit (Prepaid),5.0185E+15,Jun-22,319,YES,1,$62,Jun-09,2009,No
693,2,Visa,Debit (Prepaid),4.99869E+15,Aug-23,839,YES,1,$76,Dec-07,2011,No
693,3,Mastercard,Debit,5.93239E+15,Apr-14,612,YES,1,$98334,Mar-03,2007,No
693,4,Mastercard,Debit,5.68156E+15,Apr-21,699,YES,2,$141391,Jun-05,2005,No
693,5,Visa,Debit,4.60604E+15,Jul-22,40,YES,1,$78790,Mar-97,2011,No
694,0,Mastercard,Debit,5.4213E+15,Sep-24,889,NO,2,$15292,Jun-08,2011,No
694,1,Mastercard,Debit,5.62183E+15,Oct-12,690,YES,3,$11696,Feb-08,2015,No
695,0,Amex,Credit,3.38538E+14,Sep-24,557,YES,2,$11400,Feb-20,2020,No
695,1,Mastercard,Debit (Prepaid),5.46953E+15,Feb-20,372,YES,2,$0,Feb-20,2020,No
695,2,Visa,Debit,4.476E+15,Jan-24,865,YES,2,$10198,Dec-10,2013,No
695,3,Visa,Credit,4.23134E+15,Feb-21,441,YES,1,$1800,Dec-13,2013,No
696,0,Mastercard,Debit,5.75118E+15,Dec-21,718,YES,1,$5716,Dec-10,2020,No
697,0,Discover,Credit,6.2523E+15,May-20,976,YES,3,$22400,May-04,2015,No
697,1,Mastercard,Debit,5.33197E+15,Sep-21,39,YES,2,$16872,Apr-06,2010,No
697,2,Visa,Debit,4.56608E+15,Jun-18,347,YES,2,$7202,Dec-01,2016,No
698,0,Mastercard,Debit,5.19028E+15,Nov-22,789,YES,1,$15516,Feb-20,2020,No
698,1,Mastercard,Debit,5.39237E+15,Aug-21,97,YES,1,$18462,Feb-20,2020,No
699,0,Discover,Credit,6.31423E+15,Aug-23,102,YES,1,$7800,Oct-05,2008,No
699,1,Mastercard,Debit (Prepaid),5.89025E+15,Nov-22,136,YES,2,$64,Jan-15,2015,No
699,2,Amex,Credit,3.74654E+14,Aug-23,358,YES,2,$15400,Jun-08,2015,No
699,3,Mastercard,Debit (Prepaid),5.9851E+15,Feb-12,13,YES,1,$12,Oct-03,2012,No
700,0,Mastercard,Credit,5.17133E+15,Feb-24,23,YES,1,$5900,Feb-20,2020,No
700,1,Mastercard,Credit,5.15551E+15,Feb-20,151,YES,1,$7900,May-11,2011,No
701,0,Mastercard,Debit (Prepaid),5.04934E+15,Apr-22,43,NO,1,$83,Feb-20,2020,No
701,1,Mastercard,Credit,5.39577E+15,Apr-24,11,YES,2,$6200,Feb-20,2020,No
702,0,Mastercard,Debit,5.04493E+15,Apr-22,812,YES,2,$2072,Aug-10,2010,No
702,1,Mastercard,Debit,5.25434E+15,Jul-24,93,YES,2,$10224,Jun-10,2016,No
702,2,Visa,Debit (Prepaid),4.47572E+15,Nov-19,237,YES,2,$49,Oct-10,2010,No
703,0,Visa,Credit,4.84211E+15,Jan-22,786,YES,1,$7700,Apr-10,2010,No
703,1,Mastercard,Debit,5.58471E+15,May-23,188,YES,1,$16266,Apr-06,2007,No
703,2,Mastercard,Debit (Prepaid),5.65704E+15,Dec-15,742,YES,2,$9,Mar-07,2015,No
703,3,Visa,Debit,4.14998E+15,Feb-21,426,YES,2,$5141,Mar-10,2010,No
703,4,Visa,Credit,4.61201E+15,Sep-22,929,YES,1,$5800,Jan-19,2019,No
704,0,Mastercard,Debit,5.23005E+15,Jun-24,621,YES,2,$1990,Feb-20,2020,No
705,0,Amex,Credit,3.28676E+14,Aug-10,66,YES,1,$13900,Oct-04,2010,No
705,1,Visa,Credit,4.07575E+15,Jul-22,157,YES,2,$19700,May-02,2011,No
705,2,Visa,Debit,4.41557E+15,Sep-20,811,YES,2,$29740,Dec-06,2011,No
705,3,Visa,Debit,4.90535E+15,Jul-23,814,YES,2,$30039,Feb-98,2010,No
706,0,Mastercard,Credit,5.67083E+15,Nov-20,143,YES,1,$16800,Apr-12,2012,No
706,1,Visa,Debit,4.0931E+15,Aug-21,507,YES,1,$17010,Dec-11,2011,No
706,2,Discover,Credit,6.13531E+15,Jan-14,814,YES,2,$22800,Dec-04,2016,No
707,0,Visa,Debit,4.07812E+15,Dec-22,754,YES,1,$21086,May-13,2013,No
707,1,Mastercard,Debit,5.89341E+15,Aug-15,336,YES,1,$14531,Jun-14,2014,No
708,0,Mastercard,Credit,5.51676E+15,Dec-24,683,NO,2,$8900,Sep-16,2016,No
708,1,Visa,Credit,4.15029E+15,May-13,896,YES,1,$10000,Jun-09,2016,No
709,0,Mastercard,Debit,5.52646E+15,Apr-22,100,YES,1,$14227,Oct-11,2012,No
709,1,Discover,Credit,6.17991E+15,Apr-21,135,YES,2,$11200,Nov-10,2010,No
709,2,Amex,Credit,3.20108E+14,Feb-20,764,YES,1,$9500,Apr-07,2010,No
710,0,Visa,Credit,4.47749E+15,Jan-20,49,YES,1,$5200,Jan-20,2020,No
710,1,Visa,Debit (Prepaid),4.47609E+15,Apr-19,428,YES,1,$111,Feb-19,2019,No
